id,date,title,slug,client,facility,location,start_date,end_date,owner,architect,vendors,contractors,case_study_pdf,sector1,sector2,sector3,sector4,service1,service2,service3,service4,office1,office2,office3,migration_status,migration_note
32820,2019-06-27,"City of Lake Forest Civic Center",city-of-lake-forest-civic-center,,,,,,"Carrier Johnson + Culture",,,,,civic,,,,cost-commercial-management,,,,aliso-viejo,,,auto-migrated,
32812,2019-06-27,"H.H. Chao Comprehensive Digestive Disease Center",uc-irvine-medical-center-orange-ca,"UC Irvine Medical Center",,,,,,,,,,healthcare,,,,cost-commercial-management,,,,aliso-viejo,,,auto-migrated,
32000,2019-03-01,"Z Bar at The Peninsula Chicago",chicago-peninsula-rooftop-bar-chicago-il,,,,,,,,,,,hospitality-gaming,,,,cost-commercial-management,,,,chicago,,,auto-migrated,
31997,2019-03-01,"Chicago Old Post Office",chicago-old-post-office-chicago-il,,,,,,,,,,,workplace,,,,cost-commercial-management,,,,chicago,,,auto-migrated,
31994,2019-03-01,"Tribune Tower",chicago-tribune-tower-chicago-il,,,,,,,,,,,luxury-residential,,,,cost-commercial-management,,,,chicago,,,auto-migrated,
31990,2019-03-01,"Wrigley Field",wrigley-field-renovations-chicago-il,,,,,,,,,,,culture-non-profit,,,,cost-commercial-management,,,,chicago,,,auto-migrated,
30362,2018-11-20,"BP Lower 48 Headquarters",bp-lower-48-headquarters-denver-co,"BP America Production Company (BP)",,,,,,,,,,workplace,,,,cost-commercial-management,planning-scheduling,program-project-management,,denver,,,auto-migrated,
18783,2017-10-16,"PUBLIC Hotel & Residences",public-hotel-new-york-city-ny,"Witkoff Group and Ian Schrager Group",,,,,,,,,,hospitality-gaming,luxury-residential,,,cost-commercial-management,program-project-management,,,new-york,,,auto-migrated,
15235,2017-05-30,"Jacobs Medical Center",jacobs-medical-center-la-jolla-ca-2,"UC San Diego Health",,,,,,,,,,healthcare,,,,cost-commercial-management,planning-scheduling,program-project-management,,san-diego,,,auto-migrated,
16448,2017-04-12,"Quechan Casino Resort",quechan-winterhaven-ca-2,"Fort Yuma Quechan Tribe",,,,,,,,,,hospitality-gaming,,,,cost-commercial-management,program-project-management,,,san-diego,,,auto-migrated,
15307,2017-03-04,"Meta West Campus",facebook-west-campus,"Meta Platforms",,,,,,,,,,workplace,,,,cost-commercial-management,program-project-management,,,san-francisco,,,auto-migrated,
14303,2016-11-16,"Harvey Nichols",harvey-nichols-birmingham-uk,"Harvey Nichols",,,,,,,,,,retail,,,,program-project-management,,,,london,,,auto-migrated,
14281,2016-11-14,"Langham London",langham-london-london-uk,"Great Eagle",,,,,,,,,,hospitality-gaming,,,,cost-management,project-management,,,london,,,auto-migrated,
13195,2016-08-17,"St. Jude Medical Center Northwest Tower",st-jude-medical-center-northwest-tower-st-joseph-health-systems,"St. Joseph Health System",,,,,,,,,,healthcare,,,,cost-commercial-management,,,,aliso-viejo,,,auto-migrated,
13193,2016-08-17,"Measure S Bond Program",glendale-unified-school-district-measure-s-bond-program-glendale-ca,"Glendale Unified School District",,,,,,,,,,k-12-education,,,,program-project-management,,,,los-angeles,,,auto-migrated,
13191,2016-08-17,"Museum of Neon Art Renovation & Conversion",museum-of-neon-art-glendale-ca,"Museum of Neon Art (MONA)",,,,,,,,,,culture-non-profit,,,,cost-commercial-management,,,,aliso-viejo,,,auto-migrated,
13188,2016-08-17,"Kaiser Sand Canyon",kaiser-sand-canyon-irvine-ca,"Kaiser Foundation Health Plan",,,,,,,,,,healthcare,,,,cost-management,,,,aliso-viejo,,,auto-migrated,
13187,2016-08-17,"Kaiser Permanente Ontario Campus",kaiser-permanente-ontario-campus-ontario-ca,"Kaiser Permanente",,,,,,,,,,healthcare,,,,cost-commercial-management,program-project-management,,,aliso-viejo,,,auto-migrated,
12509,2016-06-01,"15 Hudson Yards",15-hudson-yards-new-york-ny-2,"Hudson Yards",,,,,,,,,,luxury-residential,,,,project-monitoring,,,,new-york,,,auto-migrated,
12259,2016-05-28,"Caesars Palace Master Plan",caesars-palace-master-plan-las-vegas-nv,"Ceasars Entertainment/VICI Properties",,,,,,,,,,hospitality-gaming,,,,cost-commercial-management,,,,las-vegas,,,auto-migrated,
12094,2016-05-26,"Helios Energy Research Facility",university-of-california-berkeley-helios-energy-research-facility-berkeley-ca,"UC Berkeley",,,,,,,,,,higher-education,industrial-logistics,life-sciences,workplace,cost-commercial-management,,,,san-francisco,,,auto-migrated,
12091,2016-05-26,"Samsung Electronics Co. New Headquarters",samsung-electronics-co-ltd-san-jose-ca,"Samsung Electronics Co",,,,,,,,,,industrial-logistics,workplace,data-centers,,program-project-management,,,,san-francisco,,,auto-migrated,
12255,2016-05-26,"Four Winds Casino",four-winds-casino-new-buffalo-mi,"The Pokagon Band of Potawatomi Indians",,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,,,,auto-migrated,
12143,2016-05-26,"Metropolis Phases I and II",metropolis-phases-i-and-ii-los-angeles-ca,"Greenland Real Estate Group",,,,,,,,,,hospitality-gaming,luxury-residential,,,cost-commercial-management,,,,los-angeles,,,auto-migrated,
12100,2016-05-26,"PIMCO Office Tower",pimco-office-tower-newport-beach-ca,"Pacific Investment Management Co. (PIMCO)",,,,,,,,,,workplace,,,,cost-commercial-management,,,,aliso-viejo,,,auto-migrated,
12319,2016-05-25,"South Carolina State Museum",south-carolina-state-museum-columbia-sc,,,,,,,,,,,culture-non-profit,,,,program-project-management,,,,columbia,,,auto-migrated,
12317,2016-05-25,"Community Cultural Arts Center",new-community-cultural-arts-center-town-of-piscataway-piscataway-nj,"Town of Piscataway",,,,,,,,,,civic,culture-non-profit,,,program-project-management,,,,cranford,,,auto-migrated,
12312,2016-05-25,"Fort Mill School District #4 High School",fort-mill-school-district-4-fort-mill-sc,"Fort Mill School District",,,,,,,,,,k-12-education,,,,cost-commercial-management,program-project-management,,,columbia,,,auto-migrated,
12310,2016-05-25,"Buist Academy",buist-academy-charleston-sc,"Charleston County School District",,,,,,,,,,k-12-education,,,,cost-commercial-management,program-project-management,,,charleston,,,auto-migrated,
12308,2016-05-25,"Muller Road Middle School",muller-road-middle-school-blythewood-sc,"Richland School District",,,,,,,,,,k-12-education,,,,cost-commercial-management,,,,columbia,,,auto-migrated,
12306,2016-05-25,"River Bluff High School",river-bluff-high-school-columbia-sc,"Lexington School District 1 district",,,,,,,,,,k-12-education,,,,cost-commercial-management,program-project-management,,,columbia,,,auto-migrated,
12300,2016-05-25,"Anaheim Union High School District",anaheim-union-high-school-district-anaheim-ca,"Anaheim Union High School District",,,"August 2018","October 2019",,"Ruhnau Clarke Architects","Vital Inspection Services (Project Inspector), Twining Consulting, Inc. (Material & Testing Lab)","Balfour Beatty Construction",40240,k-12-education,,,,program-project-management,,,,aliso-viejo,,,auto-migrated,
12298,2016-05-25,"James Simons Elementary School",charleston-county-school-district-james-simons-elementary-school-charleston-sc,"Charleston County School District",,,,,,,,,,k-12-education,,,,cost-commercial-management,program-project-management,,,charleston,,,auto-migrated,
12293,2016-05-25,"New Student Success Center",new-student-success-center-rowan-college-at-burlington-county-pemberton-nj,"Rowan College at Burlington County",,,,,,,,,,higher-education,,,,cost-commercial-management,program-project-management,,,concord,,,auto-migrated,
12290,2016-05-25,"Steidle Laboratory",penn-state-university-steidle-laboratory-university-park-pa,"Penn State University",,,,,,,,,,higher-education,,,,cost-commercial-management,,,,washington-dc,,,auto-migrated,
12283,2016-05-25,"Georgia State Alpharetta Center",georgia-state-alpharetta-center-alpharetta-ga,"Georgia State University",,,,,,,,,,higher-education,,,,cost-commercial-management,program-project-management,,,atlanta,,,auto-migrated,
12275,2016-05-25,"UC Los Angeles Pauley Pavilion",uc-los-angeles-pauley-pavilion-los-angeles-ca,UCLA,,,,,,,,,,higher-education,,,,cost-commercial-management,,,,los-angeles,,,auto-migrated,
12272,2016-05-25,"New School of Law",university-of-south-carolina-school-of-law-columbia-sc,"University of South Carolina",,,,,,,,,,higher-education,,,,program-project-management,,,,columbia,,,auto-migrated,
12265,2016-05-25,"Darla Moore School of Business",darla-moore-school-of-business-columbia-sc,"University of South Carolina",,,,,,,,,,higher-education,,,,cost-commercial-management,program-project-management,,,columbia,,,auto-migrated,
12245,2016-05-25,"Hyatt Regency Maui Resort & Spa",hyatt-regency-maui-resort-spa-maui-hi,"HMC Maui",,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,honolulu,,,auto-migrated,
12240,2016-05-25,"DO NOT MIGRATE OVER Modern Hotel Waikiki",the-modern-hotel-waikiki-honolulu-hi,"Waikiki LLC",,,,,,,,,,hospitality-gaming,,,,cost-commercial-management,program-project-management,,,honolulu,,,auto-migrated,
12237,2016-05-25,"Aulani Disney Resort",aulani-disney-resort-ko-olina-hi,Disney,,,,,,,,,,hospitality-gaming,,,,,,,,honolulu,,,auto-migrated,
12234,2016-05-25,"Hilton McLean",hilton-mclean-mclean-va,"Hilton Hotels",,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,washington-dc,,,auto-migrated,
12229,2016-05-25,"Four Seasons at 30 Park Place",four-seasons-at-30-park-place-new-york-ny,"Silverstein Properties",,,,,,,,,,hospitality-gaming,luxury-residential,,,project-monitoring,,,,new-york,,,auto-migrated,
12226,2016-05-25,"Margaritaville Hollywood Beach Resort",margaritaville-hollywood-beach-resort-hollywood-fl,"KSL Capital Partners LLC (KSL)",,,,,,,,,,hospitality-gaming,,,,cost-commercial-management,program-project-management,,,miami,,,auto-migrated,
12223,2016-05-25,"London EDITION",edition-london-london-uk,"Marriott International",,,,,,,,,,hospitality,,,,project-management,cost-management,,,london,,,auto-migrated,
12214,2016-05-25,"North Carolina Heart & Vascular Hospital",unc-health-rex-north-carolina-heart-vascular-hospital-raleigh-nc,"UNC Health Rex",,,,,,,,,,healthcare,,,,cost-commercial-management,,,,raleigh,,,auto-migrated,
12208,2016-05-25,"Westchester Medical Center",westchester-medical-center-valhalla-ny,"Westchester County Health Care Corporation",,,,,,,,,,healthcare,,,,cost-commercial-management,program-project-management,,,new-york,,,auto-migrated,
12204,2016-05-25,"Santa Barbara Cottage Hospital",santa-barbara-cottage-hospital-santa-barbara-ca,"Cottage Health System’",,,,,,,,,,healthcare,,,,cost-commercial-management,planning-scheduling,,,los-angeles,,,auto-migrated,
12200,2016-05-25,"VA Palo Alto Health Care System",va-palo-alto-health-care-system-palo-alto-ca,"VA Sierra Pacific Network",,,,,,,,,,healthcare,,,,cost-commercial-management,,,,san-francisco,,,auto-migrated,
12194,2016-05-25,"Prebys Cardiovascular Institute",prebys-cardiovascular-institute-la-jolla-ca,"Scripps Health",,,,,,,,,,healthcare,,,,cost-commercial-management,,,,san-diego,,,auto-migrated,
12191,2016-05-25,"Kaiser Redwood City",kaiser-redwood-city-redwood-city-ca,"Kaiser Permanente",,,,,,,,,,healthcare,,,,cost-commercial-management,,,,san-francisco,,,auto-migrated,
12188,2016-05-25,"Hub Zero",hub-zero-dubai-uae,,,,,,,,,,,themed-entertainment,,,,cost-commercial-management,,,,,,,auto-migrated,
12181,2016-05-25,"Dubai Parks and Resorts – Phase 1",dubai-parks-resorts-dubai-parks-dubai-uae,,,,,,,,,,,themed-entertainment,,,,cost-commercial-management,,,,,,,auto-migrated,
12177,2016-05-25,"Neiman Marcus, Various Projects",neiman-marcus-nationwide,"Neiman Marcus",,,,,,,,,,retail,,,,cost-commercial-management,,,,new-york,,,auto-migrated,
12173,2016-05-25,Farfetch,farfetch-new-york-ny,Farfetch,,,,,,,,,,retail,,,,cost-commercial-management,program-project-management,,,new-york,,,auto-migrated,
12170,2016-05-25,"Bergdorf Goodman, Ground and Sixth Floor",bergdorf-goodman-ground-and-sixth-floor-new-york-ny,"Bergdorf Goodman",,,,,,,,,,retail,,,,cost-commercial-management,,,,new-york,,,auto-migrated,
12167,2016-05-25,"The BLOC",the-bloc-los-angeles-ca,"National Real Estate Advisors",,,,,,,,,,retail,,,,cost-commercial-management,program-project-management,planning-scheduling,,los-angeles,,,auto-migrated,
12161,2016-05-25,"Westfield Valley Fair Mall",westfield-valley-fair-mall-santa-clara-ca,"Westfield Development",,,,,,,,,,retail,,,,cost-commercial-management,,,,silicon-valley,,,auto-migrated,
12148,2016-05-25,"EDITION Hotel & Residences",edition-hotel-residences-new-york-miami-london,"EDITION- Marriott International",,,,,,,,,,hospitality-gaming,luxury-residential,,,cost-commercial-management,planning-scheduling,,,london,new-york,,auto-migrated,
12140,2016-05-25,"The Miami Beach EDITION",the-miami-beach-edition-miami-beach-fl,"EDITION- Marriott International",,,,,,,,,,hospitality-gaming,luxury-residential,,,cost-commercial-management,,,,miami,,,auto-migrated,
12130,2016-05-25,"432 Park",432-park-new-york-ny,"432 Park Avenue",,,,,,,,,,luxury-residential,,,,cost-commercial-management,,,,new-york,,,auto-migrated,
12113,2016-05-25,"Jacobs Medical Center Central Energy Plant",uc-san-diego-jacobs-medical-center-central-energy-plant-la-jolla-ca,"UC San Diego",,,,,,,,,,industrial-logistics,,,,cost-commercial-management,program-project-management,,,san-diego,,,auto-migrated,
