id,date,title,slug,client,facility,location,start_date,end_date,owner,architect,vendors,contractors,case_study_pdf,sector1,sector2,sector3,sector4,service1,service2,service3,service4,office1,office2,office3,migration_status,migration_note
68076,2024-12-19,"Hyperscale Data Center Facilities",hyperscale-data-center-facilities,,,,,,,,,,,data-centers,,,,planning-scheduling,,,,,,,auto-migrated,
68060,2024-12-16,"LAX01-01 Data Center ",lax01-01-data-center,"Prime Data Centers",,,,,,,,,,data-centers,,,,cost-commercial-management,,,,los-angeles,,,auto-migrated,
68033,2024-12-13,"Hyperscale Data Center Portfolio",hyperscale-data-center-portfolio-north-america-europe,,,,,,,,,,,data-centers,,,,planning-scheduling,cost-commercial-management,,,,,,auto-migrated,
67425,2024-11-05,"Bristol Temple Meads Building Fabric Refurbishment",bristol-temple-meads-building-fabric-refurbishment-bristol-uk,,,,,,,,,,,rail-mass-transit,,,,cost-management,,,,,,,auto-migrated,
67429,2024-11-05,"A5 Western Transport Corridor",a5-western-transport-corridor-londonderry-to-aughnacloy-uk,"NI Executive",,,,,,,,,,highways,,,,cost-management,,,,,,,auto-migrated,
67433,2024-11-05,"London Luton Airport Terminal Reconfiguration and Extension",london-luton-airport-terminal-reconfiguration-and-extension-luton-uk,"London Luton Airport",,,,,,,,,,aviation,,,,cost-management,,,,london,,,auto-migrated,
67437,2024-11-05,"Dŵr Cyrmu Welsh Water AMP7",dwr-cyrmu-welsh-water-amp7-wales,"Dŵr Cyrmu Welsh Water",,,,,,,,,,energy-utilities,,,,project-management,,,,cardiff,,,auto-migrated,
67500,2024-11-05,"Dublin Metrolink",dublin-metrolink-dublin-ireland,,,,,,,,,,,rail-mass-transit,,,,cost-management,,,,dublin,,,auto-migrated,
67424,2024-11-05,"Dublin City Bus Connects",dublin-city-bus-connects-dublin-ireland,,,,,,,,,,,rail-mass-transit,,,,cost-management,,,,dublin,,,auto-migrated,
67450,2024-11-05,"New Central Search Security Building",project-pegasus-new-central-search-security-building-belfast-northern-ireland,,,,,,,,,,,aviation,,,,cost-management,project-management,,,belfast,,,auto-migrated,
67454,2024-11-05,"Magnox Trawsfynydd Nuclear Decommissioning",magnox-trawsfynydd-nuclear-decommissioning-gwynedd-wales,,,,,,,,,,,energy-utilities,,,,energy-sustainability-solutions,project-management,,,,,,auto-migrated,
67459,2024-11-05,"Transport for Wales PMO",transport-for-wales-pmo-various-cities-wales,,,,,,,,,,,rail-mass-transit,,,,project-management,project-controls,,,cardiff,,,auto-migrated,
67471,2024-11-05,"A8 Belfast to Larne Dual Carriageway",a8-belfast-to-larne-dual-carriageway-belfast-northern-ireland,,,,,,,,,,,highways,,,,cost-management,dispute-resolution-avoidance,,,belfast,,,auto-migrated,
67505,2024-11-05,"BIA Main Runway Rehabilitation",bia-main-runway-rehabilitation-belfast-ireland,,,,,,,,,,,aviation,,,,cost-management,project-management,,,belfast,,,auto-migrated,
67523,2024-11-05,"Major Project Partnership Framework",major-project-partnership-framework,"NI Water",,,,,,,,,,energy-utilities,,,,,,,,belfast,,,auto-migrated,
67509,2024-11-05,"Operational Delivery Programme",operational-delivery-programme-various-cities-uk,,,,,,,,,,,rail-mass-transit,,,,project-management,,,,,,,auto-migrated,
67513,2024-11-05,"M20 Operation Stack",m20-operation-stack-kent-uk,,,,,,,,,,,highways,,,,,,,,,,,auto-migrated,
67518,2024-11-05,"Isle of Man Airport",isle-of-man-airport-ronaldsway-isle-of-man,,,,,,,,,,,aviation,,,,cost-management,,,,,,,auto-migrated,
67826,2024-11-05,"Western Power Distribution Major Work Programme",western-power-distribution-major-work-programme-uk,,,,,,,,,,,energy-utilities,,,,project-controls,,,,,,,auto-migrated,
67764,2024-10-28,"Lutheran Medical Center",intermountain-health-lutheran-medical-center-wheatridge-co,"Intermountain Health",,,,,,,,,,healthcare,,,,cost-commercial-management,program-project-management,planning-scheduling,,denver,,,auto-migrated,
67624,2024-09-30,"Confidential Hotel, ""LV Tower 52""",confidential-hotel-lv-tower-52-las-vegas-nv,,,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,las-vegas,,,auto-migrated,
67555,2024-08-28,"Treehouse Hotel Silicon Valley",treehouse-hotel-silicon-valley-sunnyvale-ca,"Starwood Capital Group",,,,,,,,,,hospitality-gaming,,,,cost-commercial-management,program-project-management,planning-scheduling,,san-francisco,silicon-valley,,auto-migrated,
67550,2024-08-28,Andaz,andaz-miami-beach-fl,"Sunstone Hotel Investors",,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,miami,,,auto-migrated,
66449,2024-07-30,"Hilton Barcelona",hilton-barcelona-spain,Hilton,,,,,,,,,,hospitality,,,,project-management,cost-management,,,dusseldorf,,,auto-migrated,
66537,2024-07-30,"The Cambrian",the-cambrian-adelboden-zurich,,,,,,,,,,,hospitality,,,,project-management,cost-management,,,zurich,,,auto-migrated,
67121,2024-07-17,"One Wall Street",one-wall-street-new-york-ny,"Macklowe Properties",,,,,,,,,,luxury-residential,,,,cost-commercial-management,program-project-management,planning-scheduling,,new-york,,,auto-migrated,
66633,2024-06-28,"Williamstown Primary School",williamstown-primary-school-penrhiwfer-uk,,,,,,,,,,,public-sector,,,,project-management,,,,cardiff,,,auto-migrated,
66522,2024-06-28,"Radisson Blu Scandinavia Hotel",radisson-blu-scandinavia-hotel-oslo-norway,Radisson,,,,,,,,,,hospitality,,,,project-management,cost-management,,,oslo,,,auto-migrated,
66624,2024-06-28,"William Booth College",william-booth-college-london-uk,"William Booth College",,,,,,,,,,public-sector,,,,cost-management,,,,london,,,auto-migrated,
66578,2024-06-28,"The Caledonian Edinburgh",the-caledonian-edinburgh-curio-collection-by-hilton-edinburgh-uk,"Hilton Hotles & Resorts",,,,,,,,,,hospitality,,,,project-management,cost-management,,,edinburgh,,,auto-migrated,
66572,2024-06-28,"University of East London, Stratford Campus",university-of-east-london-stratford-campus-london-uk,"University of East London",,,,,,,,,,public-sector,,,,cost-management,,,,london,,,auto-migrated,
66565,2024-06-28,"The Lygon Arms Broadway",the-lygon-arms-broadway-london-uk,,,,,,,,,,,hospitality,,,,project-management,cost-management,,,london,,,auto-migrated,
66576,2024-06-28,"Urban Meadow Café and Bar",urban-meadow-cafe-and-bar-london-uk,"Hilton Hotles & Resorts",,,,,,,,,,hospitality,,,,cost-commercial-management,project-management,,,london,,,auto-migrated,
66560,2024-06-28,"The Glasshouse Hotel",the-glasshouse-hotel-edinburgh-uk,,,,,,,,,,,hospitality,,,,project-management,,,,edinburgh,,,auto-migrated,
66535,2024-06-28,"Computational Foundry",swansea-university-computational-foundry-cardiff-uk,"Swansea University",,,,,,,,,,public-sector,,,,project-management,,,,cardiff,,,auto-migrated,
66533,2024-06-27,"Steigenberger Frankfurter",steigenberger-frankfurter-hof-dusseldorf,,,,,,,,,,,hospitality,,,,cost-management,project-management,,,munich,,,auto-migrated,
66529,2024-06-26,"Sky Munich Headquarters",sky-munich-headquarters-munich-germany,,,,,,,,,,,workplace,,,,,,,,munich,,,auto-migrated,
66531,2024-06-26,"SI Centrum Stuttgart",si-centrum-stuttgart-germany,,,,,,,,,,,hospitality,,,,,,,,dusseldorf,,,auto-migrated,
66525,2024-06-26,"Radisson Collection Royal Hotel",radisson-collection-royal-hotel-copenhagen-denmark,"Radisson Hotels",,,,,,,,,,hospitality,,,,cost-management,project-management,,,oslo,,,auto-migrated,
66520,2024-06-26,"Radisson Blu Royal Viking",radisson-blu-royal-viking-stockholm-sweden,"Radisson Hotels",,,,,,,,,,hospitality,,,,cost-management,project-management,,,oslo,,,auto-migrated,
66508,2024-06-26,"Radisson Blu",radisson-blu-basel-switzerland,"Radisson Hotels",,,,,,,,,,hospitality,,,,cost-management,project-management,,,zurich,,,auto-migrated,
66499,2024-06-26,"Radisson Blu Airport Hotel",radisson-blu-airport-hotel-oslo-norway,"Radisson Hotels",,,,,,,,,,hospitality,,,,cost-management,project-management,,,oslo,,,auto-migrated,
66481,2024-06-26,"Penarth Pier Pavilion Restoration",penarth-pier-pavilion-restoration-penarth-uk,,,,,,,,,,,public-sector,,,,cost-management,project-management,,,cardiff,,,auto-migrated,
66476,2024-06-26,"Parkgate Hotel",parkgate-hotel-cardiff-uk,,,,,,,,,,,hospitality,,,,project-management,,,,cardiff,,,auto-migrated,
66470,2024-06-26,"Mövenpick Lausanne Hotel",movenpick-lausanne-hotel-switzerland,"Sonotel Ouchy and Mövenpick Hotels and Resorts",,,,,,,,,,hospitality,,,,cost-management,project-management,,,zurich,,,auto-migrated,
66465,2024-06-26,"Parc Hotel Paris",parc-hotel-paris-france,"Sofitel Demeure",,,,,,,,,,hospitality,,,,,,,,paris,,,auto-migrated,
66455,2024-06-26,"Hyatt Regency London - The Churchill",hyatt-regency-london-the-churchill-london-uk,Hyatt,,,,,,,,,,hospitality,,,,cost-management,project-management,,,london,,,auto-migrated,
66349,2024-06-25,"Hampton Hilton",hampton-by-hilton-edinburgh-west-end,"Hilton Hotles & Resorts",,,,,,,,,,hospitality,,,,project-management,,,,edinburgh,,,auto-migrated,
66326,2024-06-25,"Coca Cola Headquarters",coca-cola-headquarters-berlin-germany,"Coca Cola",,,,,,,,,,workplace,,,,,,,,cardiff,,,auto-migrated,
66268,2024-06-24,"education campus",cardiff-and-vale-college-cardiff-uk,"Cardiff and Vale College",,,,,,,,,,public-sector,,,,cost-management,project-management,,,cardiff,,,auto-migrated,
66261,2024-06-24,"Büro Campus Wangen",buro-campus-wangen-stuttgart-germany,Investcorp,,,,,,,,,,workplace,,,,,,,,dusseldorf,,,auto-migrated,
66252,2024-06-24,"Fifty Avon",fifty-avon-frankfurt-germany,,,,,,,,,,,workplace,,,,,,,,dusseldorf,,,auto-migrated,
65662,2024-06-04,"USGA Administrative Headquarters",usga-administrative-headquarters-bernards-nj,"United States Golf Association (USGA)",,,,,,,,,,workplace,,,,program-project-management,,,,cranford,,,auto-migrated,
65824,2024-05-09,"Tate Library",ethical-culture-fieldston-school-tate-library-bronx-ny,"Ethical Culture Fieldston School (ECFS)",,,,,,,,,,k-12-education,,,,program-project-management,,,,new-york,,,auto-migrated,
65804,2024-05-07,"Joan Perry Brock Center",longwood-university-joan-perry-brock-center-farmville-va,"Longwood University",,,,,,,,,,higher-education,,,,project-monitoring,,,,washington-dc,,,auto-migrated,
65795,2024-05-06,"Waco Family Medicine Central Clinic",waco-family-medicine-waco-tx,"Waco Family Medicine",,,,,,,,,,healthcare,,,,program-project-management,,,,waco,,,auto-migrated,
65790,2024-05-06,"McLane Classic Foods Manufacturing Facility",mclane-classic-foods-burleson-tx,"McLane Classic Foods",,,,,,,,,,workplace,,,,program-project-management,,,,waco,,,auto-migrated,
65785,2024-05-06,"McLane Stadium",mclane-stadium-waco-tx,"Baylor University",,,,,,,,,,sports-recreation,,,,program-project-management,,,,waco,,,auto-migrated,
65781,2024-05-06,"Paul L. Foster Campus for Business and Innovation",paul-l-foster-campus-for-business-and-innovation-waco-tx,"Baylor University",,,,,,,,,,higher-education,,,,program-project-management,,,,waco,,,auto-migrated,
65776,2024-05-06,"Horner Family Center",first-baptist-dallas-horner-family-building-expansion-dallas-tx,"First Baptist Dallas",,,,,,,,,,culture-non-profit,,,,program-project-management,,,,fort-worth,,,auto-migrated,
65772,2024-05-06,"East Village Residential Community and Dining Commons",east-village-residential-community-and-dining-commons-baylor-university-waco-tx,"Baylor University",,,,,,,,,,higher-education,,,,program-project-management,,,,waco,,,auto-migrated,
65763,2024-05-02,"Terminal One at JFK",terminal-one-at-jfk-queens-ny,"John F. Kennedy International Airport.",,,,,,,,,,transportation,,,,program-project-management,,,,new-york,,,auto-migrated,
65665,2024-05-01,"USGA Pinehurst",usga-pinehurst-pinehurst-nc,"United States Golf Association (USGA)",,,,,,,,,,culture-non-profit,sports-recreation,,,program-project-management,,,,new-york,,,auto-migrated,
65660,2024-05-01,"The Greenwich Lane",the-greenwich-lane-new-york-ny,"Global Holdings & The Rudin Family",,,,,,,,,,luxury-residential,,,,program-project-management,,,,new-york,,,auto-migrated,
65726,2024-05-01,"Port of Los Angeles, Environmental Management System (EMS) (ISO 14001) Services",port-of-los-angeles-ems-iso-14001-services,"Port of Los Angeles",,,,,,,,,,industrial-logistics,,,,energy-sustainability-solutions,,,,los-angeles,,,auto-migrated,
65723,2024-05-01,"San Francisco Airport, Sustainability and ESG Services",san-francisco-airport-sustainability-and-esg-services,"San Francisco Airport",,,,,,,,,,transportation,,,,energy-sustainability-solutions,,,,los-angeles,,,auto-migrated,
65720,2024-05-01,"Long Beach Unified School District, Sustainability Plan",long-beach-unified-school-district-sustainability-plan,"Long Beach Unified School District",,,,,,,,,,k-12-education,,,,energy-sustainability-solutions,,,,los-angeles,,,auto-migrated,
65718,2024-05-01,"North American Energy and Sustainability Management",unibail-rodamco-westfield-north-american-energy-and-sustainability-management,Unibail-Rodamco-Westfield,,,,,,,,,,retail,,,,energy-sustainability-solutions,,,,los-angeles,,,auto-migrated,
65708,2024-05-01,"Sustainability and Energy Plan",city-of-ellensburg-washington-sustainability-and-energy-plan,"City of Ellensburg",,,,,,,,,,civic,,,,energy-sustainability-solutions,,,,los-angeles,,,auto-migrated,
65657,2024-05-01,"St. Patrick’s Cathedral",st-patricks-cathedral-new-york-ny,"Trustees of St. Patrick’s Cathedral",,,,,,,,,,culture-non-profit,,,,program-project-management,,,,new-york,,,auto-migrated,
65655,2024-05-01,"Spence 412 Athletic & Ecology Center",spence-412-athletic-ecology-center-new-york-ny,"Spence School",,,,,,,,,,k-12-education,,,,program-project-management,,,,new-york,,,auto-migrated,
65653,2024-05-01,"Planet Word",planet-word-washington-d-c,"Planet Word",,,,,,,,,,culture-non-profit,,,,program-project-management,,,,washington-dc,,,auto-migrated,
65651,2024-05-01,"The New Victory Children’s Theater",the-new-victory-childrens-theater-new-york-ny,"The New 42nd Street",,,,,,,,,,culture-non-profit,,,,program-project-management,,,,new-york,,,auto-migrated,
65649,2024-05-01,"The Lyric Theatre Restoration",the-lyric-theatre-restoration-new-york-ny,"global theatre giant Ambassador Theatre Group (ATG)",,,,,,,,,,culture-non-profit,,,,program-project-management,,,,new-york,,,auto-migrated,
65647,2024-05-01,"Clark Art Institute",clark-art-institute-williamstown-ma,,,,,,,,,,,culture-non-profit,,,,program-project-management,,,,boston,,,auto-migrated,
65645,2024-05-01,"Archdiocese of New York",archdiocese-of-new-york-multiple-locations-ny,"Archdiocese of New York (ADNY)",,,,,,,,,,culture-non-profit,,,,program-project-management,,,,new-york,,,auto-migrated,
65643,2024-05-01,"9/11 Memorial & Museum",9-11-memorial-museum-new-york-ny,"9/11 Memorial & Museum",,,,,,,,,,culture-non-profit,,,,program-project-management,,,,new-york,,,auto-migrated,
65616,2024-04-25,"NASA Jet Propulsion Laboratory FEIF Building",nasa-jet-propulsion-laboratory-feif-building-pasadena-ca,"NASA Jet Propulsion Laboratory (JPL)",,,,,,,,,,industrial-logistics,,,,cost-commercial-management,program-project-management,planning-scheduling,,los-angeles,,,auto-migrated,
65610,2024-04-23,"New York Public Library",new-york-public-library-new-york-ny,"New York Public Library",,,,,,,,,,culture-non-profit,,,,cost-commercial-management,program-project-management,,,new-york,,,auto-migrated,
65582,2024-04-19,"Hilton New York Times Square Renovation",hilton-new-york-times-square-renovation-ny,"Hilton Hotels",,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,new-york,,,auto-migrated,
65487,2024-04-10,"Caesars Casino",caesars-casino-danville-va,"Caesars Entertainment",,,,,,,,,,hospitality-gaming,,,,cost-commercial-management,program-project-management,,,raleigh,,,auto-migrated,
65483,2024-04-10,"Confidential Tech Client",confidential-tech-client-charlotte-nc,,,,,,,,,,,data-centers,,,,cost-commercial-management,planning-scheduling,,,raleigh,,,auto-migrated,
65444,2024-04-05,"Catalyst BioCampus Raleigh",catalyst-biocampus-raleigh-durham-nc,"Apollo Construction",,,,,,,,,,infrastructure,,,,project-monitoring,,,,raleigh,,,auto-migrated,
65425,2024-04-03,"Sarah Lawrence College",sarah-lawrence-college-bronxville-ny,"Sarah Lawrence College",,,,,,,,,,higher-education,,,,program-project-management,,,,new-york,,,auto-migrated,
65413,2024-04-02,"21st Century Campus",jewish-theological-seminary-21st-century-campus-new-york-ny,"Jewish Theological Seminary",,,,,,,,,,higher-education,,,,program-project-management,,,,new-york,,,auto-migrated,
65393,2024-03-29,"15 Laight Street",15-laight-street-new-york-ny,"Vanbarton Group",,,,,,,,,,workplace,,,,program-project-management,,,,new-york,,,auto-migrated,
65390,2024-03-29,"One Westside",one-westside-los-angeles-ca,"Hudson Pacific Properties and Macerich",,,,,,,,,,workplace,,,,cost-commercial-management,,,,los-angeles,,,auto-migrated,
65386,2024-03-29,"Sunset Glenoaks Studios",sunset-glenoaks-studios-sun-valley-ca,"Hudson Pacific Properties and Blackstone Group",,,,,,,,,,culture-non-profit,,,,cost-commercial-management,,,,los-angeles,,,auto-migrated,
65284,2024-03-22,"Palisades Medical Center Emergency Department",hackensack-meridian-health-palisades-medical-center-ed-expansion-north-bergen-nj,"Hackensack Meridian Health",,,,,,,,,,healthcare,,,,program-project-management,,,,cranford,,,auto-migrated,
65252,2024-03-21,"Northglenn Recreation Center",northglenn-recreation-center-co,"City of Northglenn",,,,,,,,,,civic,,,,program-project-management,,,,denver,,,auto-migrated,
65264,2024-03-21,"Stevens Institute of Technology",stevens-institute-of-technology-hoboken-nj,,,,,,,,,,,higher-education,,,,program-project-management,,,,cranford,,,auto-migrated,
64955,2024-03-14,"Cambridge Associates Office",cambridge-associates-boston-ma,,,,,,,,,,,workplace,,,,program-project-management,,,,boston,,,auto-migrated,
64211,2024-02-27,"Sips (with a Z) at Meow Wolf",sips-with-a-z-at-meow-wolf-denver-co,"Meow Wolf",,,,,,,,,,retail,themed-entertainment,,,program-project-management,,,,denver,,,auto-migrated,
63917,2024-02-02,"Normangee ISD Additions and Renovations",normangee-isd-additions-and-renovations-normangee-tx,"Sabine ISD",,,,,,,,,,k-12-education,,,,cost-commercial-management,,,,houston,,,auto-migrated,
63912,2024-02-02,"Sabine Pass ISD Transportation Facility",sabine-pass-isd-transportation-facility-port-arthur-tx,"Sabine ISD",,,,,,,,,,k-12-education,,,,program-project-management,,,,houston,,,auto-migrated,
63900,2024-02-02,"La Porte Independent School District",la-porte-independent-school-district-la-porte-tx,"La Porte ISD",,,,,,,,,,k-12-education,,,,,,,,houston,,,auto-migrated,
63893,2024-02-02,"Ozona High School",crockett-county-consolidated-common-school-district-ozona-high-school-ozona-tx,"Crockett County Consolidated Common School District",,,,,,,,,,k-12-education,,,,cost-commercial-management,,,,houston,,,auto-migrated,
63865,2024-01-31,"Los Gatos Saratoga High School District",los-gatos-saratoga-high-school-district-los-gatos-ca,"Los Gatos Saratoga High School District",,,,,,,,,,k-12-education,,,,program-project-management,,,,silicon-valley,,,auto-migrated,
63860,2024-01-31,"Cambrian School District",cambrian-school-district-san-jose-ca,,,,,,,,,,,k-12-education,,,,program-project-management,,,,concord,,,auto-migrated,
63853,2024-01-31,"Menlo Park City School District",menlo-park-city-school-district-atherton-ca,,,,,,,,,,,k-12-education,,,,,,,,concord,,,auto-migrated,
63849,2024-01-31,"Martinez Unified School District",martinez-unified-school-district-martinez-ca,,,,,,,,,,,k-12-education,,,,program-project-management,project-controls,,,concord,,,auto-migrated,
63842,2024-01-31,"Mountain View Los Altos High School District",mountain-view-los-altos-high-school-district-mountain-view-ca,"Mountain View Los Altos High School District",,,,,,,,,,k-12-education,,,,project-controls,,,,mountain-view,,,auto-migrated,
63718,2024-01-29,"Hotel 1928",hotel-1928-waco-tx,"AJ Capital Partners",,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,waco,,,auto-migrated,
63603,2024-01-19,"Bunker Hill Tenant Improvement",shockwave-bunker-hill-tenant-improvement-santa-clara-ca,"Shockwave Medical",,,,,,,,,,research-manufacturing,,,,program-project-management,,,,mountain-view,,,auto-migrated,
63600,2024-01-19,"Confidential Pharmaceutical Company",confidential-pharmaceutical-company-south-san-francisco-ca,,,,,,,,,,,research-manufacturing,,,,program-project-management,,,,san-francisco,,,auto-migrated,
63561,2024-01-05,"10x Genomics",10x-genomics-pleasanton-ca,"10x Genomics",,,,,,,,,,research-manufacturing,,,,program-project-management,,,,mountain-view,,,auto-migrated,
55830,2023-12-11,"Topshop, Topman & Miss Selfridge at the Trafford Centre",arcadia-group-topshop-topman-miss-selfridge-at-the-trafford-centre-manchester,"Arcadia Group",,,,,,,,,,retail,,,,cost-management,,,,london,,,auto-migrated,
55822,2023-12-11,"Schroders GRIF RCA Portfolio",schroders-grif-rca-portfolio-various-locations-uk,,,,,,,,,,,residential,,,,building-consultancy,,,,london,,,auto-migrated,
55813,2023-12-11,"York Place",york-place-london-uk,,,,,,,,,,,residential,,,,cost-management,,,,london,,,auto-migrated,
55733,2023-12-11,"Arndale Centre, Headingley",arndale-centre-headingley-leeds-uk,,,,,,,,,,,industrial-logistics,,,,project-management,,,,london,,,auto-migrated,
55725,2023-12-11,"Henley Business Park",henley-business-park-guildford-surrey,,,,,,,,,,,industrial-logistics,,,,project-management,,,,stoke-on-trent,,,auto-migrated,
55835,2023-12-11,"The Meadows Retail Park",the-meadows-retail-park-chelmsford-essex-uk,,,,,,,,,,,retail,,,,project-management,cost-management,energy-sustainability-solutions,,london,,,auto-migrated,
55722,2023-12-11,"Rail Manufacturing Facility",rail-manufacturing-facility-newport-south-wales,,,,,,,,,,,industrial-logistics,,,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55719,2023-12-11,"St. Modwen Park Burton",st-modwen-park-burton-derbyshire-uk,,,,,,,,,,,industrial-logistics,,,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55714,2023-12-11,"St. Modwen Park Gatwick",st-modwen-park-gatwick-copthorne-uk,,,,,,,,,,,industrial-logistics,,,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55709,2023-12-11,"Earl Grey House",earl-grey-house-newcastle-uk,,,,,,,,,,,hospitality,retail,,,project-management,,,,london,,,auto-migrated,
55804,2023-12-11,"Kendal Development, Deansgate",kendal-development-deansgate-manchester-uk,,,,,,,,,,,workplace,retail,,,project-management,cost-management,,,london,,,auto-migrated,
55704,2023-12-11,"Langham London",langham-london-london-uk-2,,,,,,,,,,,hospitality,,,,project-management,cost-management,,,london,,,auto-migrated,
55844,2023-12-11,"Trentham Shopping Village",trentham-shopping-village-staffordshire-uk,,,,,,,,,,,hospitality,retail,,,project-management,,,,stoke-on-trent,,,auto-migrated,
55700,2023-12-11,"The PUBLIC Hotel and Residences",the-public-hotel-and-residences-215-chrystie-street-new-york-ny,"Witkoff Group",,,,,,,,,,hospitality-gaming,,,,program-project-management,,,,new-york,,,auto-migrated,
55695,2023-12-11,"Kingsland Locke",kingsland-locke-london-uk,,,,,,,,,,,hospitality,residential,,,project-management,cost-management,,,london,,,auto-migrated,
55688,2023-12-11,"Nobu Portman Square",nobu-portman-square-london-uk,,,,,,,,,,,hospitality,,,,cost-management,,,,london,,,auto-migrated,
55683,2023-12-11,"Mama Shelter",mama-shelter-london-uk,,,,,,,,,,,hospitality,,,,project-management,,,,london,,,auto-migrated,
55668,2023-12-11,"St. Vincent’s",st-vincents-sheffield-uk,,,,,,,,,,,public-sector,,,,project-management,cost-management,,,london,,,auto-migrated,
55839,2023-12-11,"Lidl, Rope Walk",lidl-rope-walk-bedford-uk,,,,,,,,,,,retail,,,,project-management,building-consultancy,,,,,,auto-migrated,
55656,2023-12-11,"The Mease Spencer Academy",the-mease-spencer-academy-hilton-derbyshire,,,,,,,,,,,public-sector,,,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55882,2023-12-11,"Heathy Wood",heathy-wood-copthorne-uk,"St. Modwen Developments.",,,,,,,,,,residential,public-sector,,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55899,2023-12-11,"ARM, Peterhouse Technology Park",arm-peterhouse-technology-park-cambridge-uk,,,,,,,,,,,life-sciences,,,,project-management,,,,london,,,auto-migrated,
55885,2023-12-11,"Unit D, Woodside",unit-d-woodside-bishops-stortford-uk,,,,,,,,,,,life-sciences,,,,project-management,cost-management,,,london,,,FALSE,
55879,2023-12-11,"A50 Grade Separated Junction",a50-grade-separated-junction-stoke-on-trent,"Secretary of State for Transport",,,,,,,,,,highways,,,,,,,,stoke-on-trent,,,auto-migrated,
55728,2023-12-11,"St. Modwen Park Chippenham",st-modwen-park-chippenham-wiltshire-uk,,,,,,,,,,,industrial-logistics,,,,project-management,,,,stoke-on-trent,,,auto-migrated,
55870,2023-12-11,"Clay Cross",clay-cross-derbyshire,,,,,,,,,,,industrial-logistics,residential,,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55862,2023-12-11,"Coed Darcy Urban Village",coed-darcy-urban-village-neath-port-talbot-south-wales,,,,,,,,,,,industrial-logistics,residential,,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55859,2023-12-11,"Ironbridge, Telford",ironbridge-telford-shropshire-uk,,,,,,,,,,,industrial-logistics,residential,public-sector,,project-management,cost-management,,,stoke-on-trent,,,auto-migrated,
55825,2023-12-11,"Triangle Residential Development",triangle-residential-development-uxbridge-uk,,,,,,,,,,,residential,,,,cost-management,,,,stoke-on-trent,,,auto-migrated,
55636,2023-12-11,"Swansea University Bay Campus",swansea-university-bay-campus-neath-port-talbot-south-wales,"Swansea University",,,,,,,,,,public-sector,,,,cost-management,project-management,,,stoke-on-trent,,,auto-migrated,
55817,2023-12-11,"Barton Quarter",barton-quarter-nottinghamshire,,,,,,,,,,,residential,,,,cost-management,,,,stoke-on-trent,,,auto-migrated,
55620,2023-12-11,"St Paul’s Girls’ School",st-pauls-girls-school-london-uk,"St Paul’s Girls’ School",,,,,,,,,,public-sector,,,,project-management,cost-management,,,london,,,auto-migrated,
55799,2023-12-11,"Platform 21, Stephenson Street",platform-21-stephenson-street-birmingham-uk,"Government Property Agency",,,,,,,,,,public-sector,workplace,,,cost-management,,,,london,,,auto-migrated,
55795,2023-12-10,"40 Chancery Lane",40-chancery-lane-london-uk,,,,,,,,,,,workplace,,,,project-management,cost-management,,,london,,,auto-migrated,
55790,2023-12-10,"Exchequer Court, St Mary Axe",exchequer-court-st-mary-axe-london-uk,"Clerical Medical Investment Group",,,,,,,,,,workplace,,,,project-management,,,,london,,,auto-migrated,
55780,2023-12-10,"One Lyric Square",one-lyric-square-london-uk,"Schroders UK Real Estate Fund",,,,,,,,,,workplace,,,,project-management,,,,london,,,auto-migrated,
55774,2023-12-10,"Chineham Gate",chineham-gate-basingstoke-uk,"Aviemore Chineham Park Unit Trust",,,,,,,,,,workplace,,,,project-management,,,,,,,auto-migrated,
55763,2023-12-10,"1 East Parade",1-east-parade-leeds-uk,,,,,,,,,,,workplace,,,,project-management,,,,london,,,auto-migrated,
55752,2023-12-10,"Bracknell Town Centre",bracknell-town-centre-bracknell-berkshire-uk,"Schroder Real Estate",,,,,,,,,,workplace,residential,hospitality,,cost-management,project-management,,,london,,,auto-migrated,
55748,2023-12-10,"One Cambridge Square",one-cambridge-square-cambridge-uk,"Schroder Real Estate",,,,,,,,,,life-sciences,,,,building-consultancy,project-monitoring,,,london,,,auto-migrated,
55743,2023-12-10,"Locking Parklands",locking-parklands-weston-super-mare,"St. Modwen Developments.",,,,,,,,,,energy-utilities,residential,,,cost-management,project-management,,,stoke-on-trent,,,auto-migrated,
55739,2023-12-10,"Schroders Commercial RCA Portfolio",schroders-commercial-rca-portfolio-various-locations-uk,,,,,,,,,,,industrial-logistics,,,,building-consultancy,,,,london,,,auto-migrated,
55736,2023-12-10,"Trentham Lakes",trentham-lakes-staffordshire-uk,,,,,,,,,,,industrial-logistics,,,,cost-management,project-management,,,stoke-on-trent,,,auto-migrated,
