id,date,title,slug,news_category,location,byline,reprint_url,reprint_publication,reprint_logo,podcast,season,episode,youtube_url,mp3_url,sector1,sector2,sector3,service1,service2,service3,office1,office2,office3,office4,internal_byline1,internal_byline2,migration_status,migration_note
68260,2025-02-07,"Seismic Upgrades in Healthcare: Understanding Compliance With SB 1953 Part 1",seismic-upgrades-in-healthcare-understanding-compliance-with-sb-1953-part-1,,,,,,,,,,,,healthcare,,,,,,,,,,,,,
68236,2025-01-31,"Rebuilding Homes After LA Fires Could Siphon Workers From CRE Jobs",rebuilding-homes-after-la-fires-could-siphon-workers-from-cre-jobs,,,,,,,,,,,,,,,,,,,,,,,,,
68209,2025-01-21,"Balancing History and Innovation: The Art of Historic Restorations",balancing-history-and-innovation-the-art-of-historic-restorations,,,,,,,"The Construction Insiders Podcast",2,5,https://youtu.be/LcdkMFkbnwc,,,,,,,,,,,,,,,
68202,2025-01-17,"LA Wildfires Construction Impact",la-wildfires-construction-impact,,,,,,,,,,,,,,,,,,,,,,,,,
68190,2025-01-16,"Cumming Group Acquires Dublin-based Lafferty, Strengthening the Team’s Project Management Expertise Across Ireland",cumming-group-acquires-dublin-based-lafferty-strengthening-the-teams-project-management-expertise-across-ireland,,,,,,,,,,,,,,,,,,,,,,,,,
68079,2024-12-18,"Minimizing Construction Impacts During a Historic Holiday Air-Travel Season",minimizing-construction-impacts-during-a-historic-holiday-air-travel-season,,,,,,,,,,,,transportation,,,,,,,,,,,,,
68068,2024-12-18,"Market Insight: 2024 Market & Pricing Review",market-insight-2024-market-pricing-review,,,,,,,,,,,,,,,,,,,,,,,,,
68036,2024-12-13,"Honorhealth Reaches Key Milestone in $170 Million Expansion at Deer Valley Medical Center",honorhealth-reaches-key-milestone-in-170-million-expansion-at-deer-valley-medical-center,,,,,,,,,,,,,,,,,,,,,,,,,
68018,2024-12-05,"Construction Industry Outlook: Building Momentum in 2024",construction-industry-outlook-building-momentum-in-2024,,,,,,,,,,,,,,,,,,,,,,,,,
67947,2024-11-21,"Building for the Future: Women's Sports Facilities and the New Era of Design and Construction",building-for-the-future-womens-sports-facilities-and-the-new-era-of-design-and-construction,,,,,,,"The Construction Insiders Podcast",2,4,https://youtu.be/Q1j2HVFAqCA,,,,,,,,,,,,,,,
67933,2024-11-20,"BTTC Merges with Cumming Group, Expanding Cumming Group’s Infrastructure Capabilities Across the UK and North America",bttc-merges-with-cumming-group-expanding-cumming-groups-infrastructure-capabilities-across-the-uk-and-north-america,,,,,,,,,,,,,,,,,,,,,,,,,
67880,2024-11-14,"Navigating the Complexities of Large-Scale Restorations: Essential Considerations for Institutional Property Owners",navigating-the-complexities-of-large-scale-restorations-essential-considerations-for-institutional-property-owners,,,,,,,,,,,,,,,,,,,,,,,,,
67717,2024-10-23,"Texas Education Construction: Managing Growth and Opportunity",texas-education-construction-managing-growth-and-opportunity,,,,,,,"The Construction Insiders Podcast",2,3,https://youtu.be/H3kp-Q1YgUM,,higher-education,k-12-education,,,,,,,,,,,,
67719,2024-10-22,"Cumming Group Merges With CLoSE UK, Expanding Public Sector Portfolio and Government Estate Management Capabilities Throughout the UK",cumming-group-merges-with-close-uk-expanding-public-sector-portfolio-and-government-estate-management-capabilities-throughout-the-uk,,,,,,,,,,,,,,,,,,,,,,,,,
67698,2024-10-17,"$50M project to double Hackensack Meridian Palisades ED underway",50m-project-to-double-hackensack-meridian-palisades-ed-underway,,,,,,,,,,,,,,,,,,cranford,,,,,,,
67671,2024-10-17,"Market Insight: Inflation Update & Sector Focus: Purpose-Built Student Accommodation",inflation-update-sector-focus-purpose-built-student-accommodation,,,,,,,,,,,,,,,,,,,,,,,,,
67587,2024-09-12,"Integrated Project Delivery in Healthcare Construction: Evolving Strategies for Complex Facilities",integrated-project-delivery-in-healthcare-construction-evolving-strategies-for-complex-facilities,,,,,,,"The Construction Insiders Podcast",2,2,https://youtu.be/nyD9sr_pEkY,,,,,,,,,,,,,,,
67477,2024-08-23,"The Evolving Landscape of Construction and Real Estate: Mid-2024 Outlook",the-evolving-landscape-of-construction-and-real-estate-mid-2024-outlook,,,,,,,,,,,,,,,,,,,,,,,,,
67209,2024-08-02,"Project Management Team Continues Expansion as Specialized Approach Fuels Growth Throughout Texas",project-management-team-continues-expansion-as-specialized-approach-fuels-growth-throughout-texas,,,,,,,,,,,,,,,,,,fort-worth,,,,,,,
66708,2024-07-09,"Cumming Group Moves up 4 spots to #10 on ENR’s annual Ranking",cumming-group-moves-up-4-spots-to-10-on-enrs-annual-ranking,,,,,,,,,,,,,,,,,,,,,,,,,
66194,2024-07-08,"Integrating New Tools and Technologies in Healthcare Construction Projects",integrating-new-tools-and-technologies-in-healthcare-construction-projects,,,,,,,,,,,,healthcare,,,,,,,,,,,,,
66700,2024-07-02,"Cumming Group Picks Gavin Middleton and Christine Mosholder for Top Posts",cumming-group-picks-gavin-middleton-and-christine-mosholder-for-top-posts,,,,,,,,,,,,,,,,,,,,,,,,,
67199,2024-07-01,"State of the Company: 2024 Update",state-of-the-company-2024-update,,,,,,,,,,,,,,,,,,,,,,,,,
66491,2024-06-26,"Navigating the Complexities of Today's Construction Market: Challenges, Opportunities, and Strategic Insights",navigating-the-complexities-of-todays-construction-market-challenges-opportunities-and-strategic-insights,,,,,,,,,,,,,,,,,,,,,,,,,
66239,2024-06-24,"TERO Program Benefits: Building Success in Tribal Gaming Construction Projects",tero-program-benefits-building-success-in-tribal-gaming-construction-projects,,,,,,,,,,,,,,,,,,,,,,,,,
66202,2024-06-18,"Investing in Luxury Hospitality: Insights from Industry Leaders",investing-in-luxury-hospitality-insights-from-industry-leaders,,,,,,,"The Construction Insiders Podcast",2,1,https://youtu.be/phQSXXm8UZw,,,,,,,,,,,,,,,
66152,2024-06-07,"Vail’s big remodel of Dobson Arena is back on track",vails-big-remodel-of-dobson-arena-is-back-on-track,,,,,,,,,,,,,,,,,,,,,,,,,
66100,2024-06-04,"Design Work Wrapped for Deschutes County Courthouse Expansion",design-work-wrapped-for-deschutes-county-courthouse-expansion,,,,,,,,,,,,,,,,,,,,,,,,,
66019,2024-05-22,"Market Insight: Inflation Update & Hospitality Focus",market-insight-inflation-update-hospitality-focus,,,,,,,,,,,,,,,,,,,,,,,,,
65815,2024-05-08,"Raleigh to Start Construction on Convention Center Expansion",raleigh-to-start-construction-on-convention-center-expansion,,,,,,,,,,,,,,,,,,,,,,,,,
65758,2024-05-02,"Navigating Contracts, Risk, and Litigation in the Construction Industry",navigating-contracts-risk-and-litigation-in-the-construction-industry,,,,,,,"The Construction Insiders Podcast",1,17,,,,,,,,,,,,,,,,
65573,2024-04-18,"Raleigh Convention Center Expansion Project Poised to Break Ground",raleigh-convention-center-expansion-project-poised-to-break-ground,,,,,,,,,,,,,,,,,,,,,,,,,
65547,2024-04-15,"Cumming Group Is Joined by Los Angeles-Based Development Consultants the Ridgway Group, Elevating the Company’s Expertise in the Nuanced Luxury Retail and Hospitality Space",cumming-group-is-joined-by-los-angeles-based-development-consultants-the-ridgway-group-elevating-the-companys-expertise-in-the-nuanced-luxury-retail-and-hospitality-space,,,,,,,,,,,,,,,,,,,,,,,,,
65341,2024-03-26,"Lehrer Cumming, PCM, Nova Partners, and RGMK Are Now Cumming Group",lehrer-cumming-pcm-nova-partners-and-rgmk-are-now-cumming-group,,,,,,,,,,,,,,,,,,,,,,,,,
65021,2024-03-19,"Thinking Ahead for Smart Bond Planning",thinking-ahead-for-smart-bond-planning,,,,,,,,,,,,k-12-education,,,,,,,,,,,,,
64773,2024-03-11,"Cumming Group named Sports Authority representative for Tennessee Titans stadium construction",cumming-group-named-sports-authority-representative-for-tennessee-titans-stadium-construction,,,,,,,,,,,,,,,,,,,,,,,,,
64227,2024-02-29,"Market Analysis: Navigating 2024",construction-industry-trends-2024,,,,,,,,,,,,,,,,,,,,,,,,,
64049,2024-02-15,"2024 Market Update: Inflation on Construction Materials",2024-market-update-inflation-on-construction-materials,,,,,,,,,,,,,,,,,,,,,,,,,
63634,2024-01-24,"New York City-based Zubatkin Owner Representation Joins Cumming Group",new-york-city-based-zubatkin-owner-representation-joins-cumming-group,,,,,,,,,,,,,,,,,,,,,,,,,
63590,2024-01-11,"Life Cycle Costing Training",life-cycle-costing-training,,,,,,,,,,,,,,,,,,,,,,,,,
63570,2024-01-05,"Emerging from a Recent Pullback, Life Sciences Has a Pulse",emerging-from-a-recent-pullback-life-sciences-has-a-pulse,,,,,,,,,,,,,,,,,,,,,,,,,
63538,2023-12-20,"LA CRE Pros Eagerly Await 2024, Hope For Lower Interest Rates, Distressed Opportunities",la-cre-pros-eagerly-await-2024-hope-for-lower-interest-rates-distressed-opportunities,,,,,,,,,,,,,,,,,,,,,,,,,
63474,2023-12-14,"Market Update: Inflation on Construction Materials",market-update-inflation-on-construction-materials,,,,,,,,,,,,,,,,,,,,,,,,,
56924,2023-12-14,"What Owners & Developers of Light Industrial Facilities Must Consider When Establishing U.S. Plants",what-owners-developers-of-light-industrial-facilities-must-consider-when-establishing-u-s-plants,,,,,,,,,,,,,,,,,,,,,,,,,
63431,2023-12-14,"Can Vail keep the Dobson remodel within its $55 million budget?",can-vail-keep-the-dobson-remodel-within-its-55-million-budget,,,,,,,,,,,,,,,,,,,,,,,,,
63376,2023-12-12,"New student services buildings at MVHS, LAHS finally unveiled",new-student-services-buildings-at-mvhs-lahs-finally-unveiled,,,,,,,,,,,,,,,,,,,,,,,,,
63119,2023-12-06,"A Balancing Act in the Life Sciences Sector",a-balancing-act-in-the-life-sciences-sector,,,,,,,"The Construction Insiders Podcast",1,16,,,life-sciences,,,,,,,,,,,,,
63116,2023-12-05,"Civil Work, Sustainability Lead Seattle Construction Market",civil-work-sustainability-lead-seattle-construction-market,,,,,,,,,,,,,,,,,,,,,,,,,
63113,2023-12-05,"Northglenn Tops Its New City Hall",northglenn-tops-its-new-city-hall,,,,,,,,,,,,,,,,,,,,,,,,,
63108,2023-11-13,"Children's Classic at Perry Park",childrens-classic-at-perry-park,,,,,,,,,,,,,,,,,,,,,,,,,
57488,2023-10-27,"Cumming Group Successfully Completes the Integration of its Florida Operations to Support the Growing Market",cumming-group-successfully-completes-the-integration-of-its-florida-operations-to-support-the-growing-market,,,,,,,,,,,,,,,,,,,,,,,,,
57290,2023-10-25,"Cumming Group’s Los Angeles Office Moves to Accommodate Growth",cumming-groups-los-angeles-office-moves-to-accommodate-growth,,,,,,,,,,,,,,,,,,,,,,,,,
57430,2023-10-23,"Navigating the Data Center Energy Surge: Planning for Resilience and Cost-Efficiency",navigating-the-data-center-energy-surge-planning-for-resilience-and-cost-efficiency,,,,,,,,,,,,,,,energy-sustainability-solutions,,,,,,,,,,
57347,2023-10-11,"New Cumming Bend Office Offers Multiple Construction Management Services",new-cumming-bend-office-offers-multiple-construction-management-services,,,,,,,,,,,,,,,,,,,,,,,,,
63437,2023-10-11,"Market Update: Impact of Regulatory Changes in Construction",market-update-impact-of-regulatory-changes-in-construction-2,,,,,,,,,,,,,,,,,,,,,,,,,
57336,2023-10-10,"A Roadmap for Energy Efficiency in Hospitality: Key Strategies for Hotel Owners to Prioritize Energy Conservation Measures",a-roadmap-for-energy-efficiency-in-hospitality-key-strategies-for-hotel-owners-to-prioritize-energy-conservation-measures,,,,,,,,,,,,hospitality-gaming,,,energy-sustainability-solutions,,,,,,,,,,
57311,2023-10-10,"Meeting the Need for Hotel Space in NYC",meeting-the-need-for-hotel-space-in-nyc,,,,,,,,,,,,hospitality-gaming,,,,,,,,,,,,,
57256,2023-09-28,"Revolutionizing Healthcare Design: Modularization, Prefabrication, and Technology Advancements",revolutionizing-healthcare-design-modularization-prefabrication-and-technology-advancements,,,,,,,"The Construction Insiders Podcast",1,15,,,healthcare,,,,,,,,,,,,,
57258,2023-09-27,"Nashville construction volume expected to fall 20% by end of year, according to Cumming’s report",nashville-construction-volume-expected-to-fall-20-by-end-of-year-according-to-cummings-report,,,,,,,,,,,,,,,,,,,,,,,,,
56939,2023-09-27,"Construction Technology and the Impact on Project Management",construction-technology-and-the-impact-on-project-management,,,,,,,,,,,,,,,,,,,,,,,,,
56935,2023-09-27,"Strategies for Improving Speed to Market & Minimizing Costs on Your Next Healthcare Build",strategies-for-improving-speed-to-market-minimizing-costs-on-your-next-healthcare-build,,,,,,,,,,,,healthcare,,,,,,,,,,,,,
56946,2023-09-15,"Breaking Ground on Hope: Cumming Group Kicks Off Work at New Affordable Housing Community",breaking-ground-on-hope-cumming-group-kicks-off-work-at-new-affordable-housing-community,,,,,,,,,,,,,,,,,,nashville,,,,,,,
56301,2023-08-16,"Building the Digital Frontier: Navigating AI and Technology in the Construction Industry",building-the-digital-frontier-navigating-ai-and-technology-in-the-construction-industry,,,,,,,"The Construction Insiders Podcast",1,14,,,,,,,,,,,,,,,,
55615,2023-07-25,"Cumming Group Announces PCM Acquisition, Expanding Advanced Manufacturing Capabilities",cumming-group-announces-pcm-acquisition-expanding-advanced-manufacturing-capabilities,,,,,,,,,,,,,,,,,,,,,,,,,
55010,2023-06-23,"Dallas-based Gallagher Construction Management Firm joins growing international consultancy as firm continues national expansion",dallas-based-gallagher-construction-management-firm-joins-growing-international-consultancy-as-firm-continues-national-expansion,,,,,,,,,,,,,,,,,,fort-worth,,,,,,,
55005,2023-06-22,"Polcom delivers 15th hotel furniture project for Whitbread’s Hub by Premier brand",polcom-delivers-15th-hotel-furniture-project-for-whitbreads-hub-by-premier-brand,,,,,,,,,,,,hospitality-gaming,,,,,,,,,,,,,
63444,2023-06-21,"Former Grade II* church reopened as ‘state of the art’ business incubator hub for young people.",former-grade-ii-church-reopened-as-state-of-the-art-business-incubator-hub-for-young-people,,,,,,,,,,,,,,,,,,,,,,,,,
54761,2023-06-15,"Regional Differences in K-12 Project Delivery",regional-differences-in-k-12-project-delivery,,,,,,,,,,,,k-12-education,,,,,,,,,,,,,
54644,2023-06-14,"Escalation Update",construction-escalation-trends-2023,,,,,,,,,,,,,,,,,,,,,,,,,
54626,2023-06-06,"Northglenn City Hall in Colorado will be the State’s First Municipal Core Green Building",northglenn-city-hall-in-colorado-will-be-the-states-first-municipal-core-green-building,,,,,,,,,,,,,,,,,,,,,,,,,
54047,2023-05-04,"Hotel Construction Growth 'Leads Post-Pandemic Economic Recovery'",hotel-construction-growth-leads-post-pandemic-economic-recovery,,,,,,,,,,,,,,,,,,,,,,,,,
63459,2023-05-03,"The Lantern announced as ‘Best Commercial Workplace’ at BCO London Awards Lunch",the-lantern-announced-as-best-commercial-workplace-at-bco-london-awards-lunch,,,,,,,,,,,,,,,,,,,,,,,,,
53650,2023-04-18,"Changing Tides in the Life Sciences Sector",changing-tides-in-the-life-sciences-sector,,,,,,,,,,,,life-sciences,,,,,,,,,,,,,
63496,2023-04-18,"Module installation has officially commenced at Greenford Quay Block 8!",module-installation-has-officially-commenced-at-greenford-quay-block-8,,,,,,,,,,,,,,,,,,,,,,,,,
54603,2023-04-18,"High-end community to rebuild clubhouse post-Ian",high-end-community-to-rebuild-clubhouse-post-ian,,,,,,,,,,,,,,,,,,,,,,,,,
53654,2023-04-17,"April 2023 Commodity Report",april-2023-commodity-report,,,,,,,,,,,,,,,,,,,,,,,,,
53125,2023-03-23,"Examining the K-12 Sector",examining-the-k-12-sector-2,,,,,,,"The Construction Insiders Podcast",1,13,,,,,,,,,,,,,,,,
52992,2023-03-20,"March 2023 Commodity Report",march-2023-commodity-report,,,,,,,,,,,,,,,,,,,,,,,,,
52445,2023-02-28,"Miami-Based Amicon Management to Join Growing International Construction Consultancy Cumming Group as the Firm Continues National Expansion",miami-based-amicon-management-to-join-growing-international-construction-consultancy-cumming-group-as-the-firm-continues-national-expansion,,,,,,,,,,,,,,,,,,,,,,,,,
52424,2023-02-28,"Miami-Based Amicon Management to Join Growing International Construction Consultancy Cumming Group as the Firm Continues National Expansion",miami-based-amicon-management-to-join-growing-international-construction-consultancy-cumming-group-as-the-firm-continues-national-expansion-pr,,,,,,,,,,,,,,,,,,,,,,,,,
52359,2023-02-27,"Construction Industry Regional Spotlight: California’s Major Metros",construction-industry-regional-spotlight-californias-major-metros,,,,,,,,,,,,,,,,,,,,,,,,,
63499,2023-02-24,"Construction commences on St Modwen’s sustainable warehouse near Gatwick",construction-commences-on-st-modwens-sustainable-warehouse-near-gatwick,,,,,,,,,,,,,,,,,,,,,,,,,
52256,2023-02-22,"ASHE PDC Summit",ashe-pdc-summit,,,,,,,,,,,,,,,,,,,,,,,,,
63502,2023-02-16,"Clerkenwell hub by Premier Inn has now been successfully completed",clerkenwell-hub-by-premier-inn-has-now-been-successfully-completed,,,,,,,,,,,,,,,,,,,,,,,,,
51960,2023-02-10,"February 2023 Commodity Report",february-2023-commodity-report,,,,,,,,,,,,,,,,,,,,,,,,,
51284,2023-02-10,"How New Infrastructure Funding is Impacting Aviation Project Development",how-new-infrastructure-funding-is-impacting-aviation-project-development,,,,,,,,,,,,transportation,,,energy-sustainability-solutions,,,,,,,,,,
51801,2023-02-07,"ISPE Rocky Mountain Chapter Annual Vendor Show",ispe-rocky-mountain-chapter-annual-vendor-show,,,,,,,,,,,,,,,,,,,,,,,,,
51575,2023-01-25,"2023 Campus Forward Award Honors Cumming’s Recruiting Efforts",2023-campus-forward-award-honors-cummings-recruiting-efforts,,,,,,,,,,,,,,,,,,,,,,,,,
63505,2023-01-23,"Planning Application Submitted for the Redevelopment of Albert Bridge House",planning-application-submitted-for-the-redevelopment-of-albert-bridge-house,,,,,,,,,,,,,,,,,,,,,,,,,
63508,2023-01-20,"Planning permission secured on Jadebricks’ aparthotel ‘Larard’s Still’ in Manchester",planning-permission-secured-on-jadebricks-aparthotel-larards-still-in-manchester,,,,,,,,,,,,,,,,,,,,,,,,,
51197,2023-01-13,"BEHIND THE CURTAIN - A look into how the new, $22M Diamond Head Theatre came to be",behind-the-curtain-a-look-into-how-the-new-22m-diamond-head-theatre-came-to-be,,,,,,,,,,,,,,,,,,,,,,,,,
63511,2023-01-13,"Nottingham’s Island Quarter reaches milestone as works start on 693-bed PBSA",nottinghams-island-quarter-reaches-milestone-as-works-start-on-693-bed-pbsa,,,,,,,,,,,,,,,,,,,,,,,,,
51154,2023-01-12,"Fort Point and Cumming Demonstrate Strong Momentum and Expanded Capabilities Post-Merger",fort-point-and-cumming-demonstrate-strong-momentum-and-expanded-capabilities-post-merger,,,,,,,,,,,,,,,,,,boston,,,,,,,
50858,2023-01-06,"Steel Prices",steel-prices-2023-january,,,,,,,,,,,,,,,,,,,,,,,,,
49998,2022-12-07,"Today's Impact on Higher Education Construction",todays-impact-on-higher-education-construction,,,,,,,"The Construction Insiders Podcast",1,12,,,higher-education,,,,,,boston,,,,,,,
49563,2022-11-18,"Education construction specialists RGMK merging with the Cumming Group",education-construction-specialists-rgmk-merging-with-the-cumming-group,,,,,,,,,,,,,,,,,,,,,,,,,
49291,2022-11-08,"Pandemic-Era Construction Pricing Challenges 'Far from Over'",pandemic-era-construction-pricing-challenges-far-from-over,,,,,,,,,,,,,,,,,,,,,,,,,
48652,2022-10-08,"Treating the Pandemic’s Shadow: How will the Future of California Health Policy affect Healthcare Design & Construction?",treating-the-pandemics-shadow-how-will-the-future-of-california-health-policy-affect-healthcare-design-construction,,,,,,,"AIA California Healthcare Facilities Forum",,4,,,,,,,,,,,,,,,,
48650,2022-10-07,"Navigating Healthcare Expansions & Renovations in an Academic Medical Center Environment",navigating-healthcare-expansions-renovations-in-an-academic-medical-center-environment,,,,,,,"AIA California Healthcare Facilities Forum",,3,,,,,,,,,,,,,,,,
48648,2022-10-06,"Building for Adaptability: How UC Davis Health is Future Proofing the Hub & Spoke Healthcare Model",building-for-adaptability-how-uc-davis-health-is-future-proofing-the-hub-spoke-healthcare-model,,,,,,,"AIA California Healthcare Facilities Forum",,2,,,,,,,,,,,,,,,,
48655,2022-10-05,"Innovating Healthcare Delivery Models: How UCI is Building the Smart Hospital of the Future",innovating-healthcare-delivery-models-how-uci-is-building-the-smart-hospital-of-the-future,,,,,,,"AIA California Healthcare Facilities Forum",,1,,,,,,,,,,,,,,,,
53527,2022-09-27,"AIA California Healthcare Facilities Forum Podcast Series",post-aia-california-healthcare-facilities-forum-podcast-series,,,,,,,,,,,,healthcare,,,,,,,,,,,,,
48409,2022-09-19,"A singular home for a Wilsonville city department",a-singular-home-for-a-wilsonville-city-department,,,,,,,,,,,,,,,,,,,,,,,,,
48031,2022-08-22,"Stoney Field renovations complete in time for 2022-2023 school year",stoney-field-renovations-complete-in-time-for-2022-2023-school-year,,,,,,,,,,,,,,,,,,,,,,,,,
47982,2022-08-17,"Historic Grade II-listed Granary Building on Canal Wharf, Leeds set for new lease of life",historic-grade-ii-listed-granary-building-on-canal-wharf-leeds-set-for-new-lease-of-life,,,,,,,,,,,,,,,,,,,,,,,,,
47812,2022-08-10,"How a recession may change employment outlook for labor-starved construction sector",how-a-recession-may-change-employment-outlook-for-labor-starved-construction-sector,,,,,,,,,,,,,,,,,,,,,,,,,
47778,2022-08-08,"Dr. Dre speaks at Compton High School's $200M campus groundbreaking: 'This city is special'",dr-dre-speaks-at-compton-high-schools-200m-campus-groundbreaking-this-city-is-special,,,,,,,,,,,,,,,,,,,,,,,,,
47679,2022-08-03,"TSK Celebrates O’Brien Middle School Redesign Ribbon Cutting in Partnership With Cumming Group",tsk-celebrates-obrien-middle-school-redesign-ribbon-cutting-in-partnership-with-cumming-group,,,,,,,,,,,,k-12-education,,,,,,,,,,,,,
47600,2022-07-28,"Contracts and Risk Mitigation in Today’s Changing Construction Landscape",contracts-and-risk-mitigation-in-todays-changing-construction-landscape,,,,,,,"The Construction Insiders Podcast",1,11,,,,,,,,,boston,,,,,,,
47500,2022-07-25,"Friend Health’s Woodlawn Center Opens This Month, Bringing Family, Behavioral, Women’s Health To ‘Underserved’ Area",friend-healths-woodlawn-center-opens-this-month-bringing-family-behavioral-womens-health-to-underserved-area,,,,,,,,,,,,,,,,,,,,,,,,,
47385,2022-07-18,"Construction begins on South L.A. mixed-use development Evermont",construction-begins-on-south-l-a-mixed-use-development-evermont,,,,,,,,,,,,,,,,,,,,,,,,,
47365,2022-07-18,"Portland-based PlanB Consultancy and Inici Group Complete their Phased Mergers with Cumming",portland-based-planb-consultancy-and-inici-group-complete-their-phased-mergers-with-cumming,,,,,,,,,,,,,,,,,,,,,,,,,
47288,2022-07-12,"Another Wave of Shipping and Supply Chain Challenges is On the Way",another-wave-of-shipping-and-supply-chain-challenges-is-on-the-way,,,,,,,,,,,,,,,,,,,,,,,,,
47254,2022-07-11,"$400M Snoqualmie Casino Expansion Project Begins; Local Contractors Needed",400m-snoqualmie-casino-expansion-project-begins-local-contractors-needed,,,,,,,,,,,,themed-entertainment,,,,,,,,,,,,,
46986,2022-06-15,"Children’s Classic Honoree",childrens-classic-honoree,,,,,,,,,,,,,,,,,,,,,,,,,
46517,2022-06-03,"New Rehabilitation Hospital Opens In Tustin",new-rehabilitation-hospital-opens-in-tustin,,,,,,,,,,,,healthcare,,,,,,,,,,,,,
46387,2022-05-26,"PGE state-of-the art Integrated Operations Center opens in Tualatin",pge-state-of-the-art-integrated-operations-center-opens-in-tualatin,,,,,,,,,,,,,,,,,,,,,,,,,
46166,2022-05-17,"Designing Offices Post-Covid to Meet the Remote-Working Trend",designing-offices-post-covid-to-meet-the-remote-working-trend,,,,,,,,,,,,,,,,,,,,,,,,,
46149,2022-05-17,"Charleston’s African American Museum may open in early 2023 instead of late ’22",charlestons-african-american-museum-may-open-in-early-2023-instead-of-late-22,,,,,,,,,,,,,,,,,,,,,,,,,
46044,2022-05-06,"Seattle airport goes green with stunning timber expansion",seattle-airport-goes-green-with-stunning-timber-expansion,,,,,,,,,,,,,,,,,,,,,,,,,
46022,2022-04-22,"Zinc Price Updates",zinc-price-updates,,,,,,,,,,,,,,,,,,,,,,,,,
45624,2022-04-21,"Blackstone Plants Its Flag in Boulder, Colo., an Emerging Biotech Hub",blackstone-plants-its-flag-in-boulder-colo-an-emerging-biotech-hub,,,,,,,,,,,,,,,,,,,,,,,,,
45129,2022-03-18,"Update on Lumber",update-on-lumber,,,,,,,,,,,,,,,,,,,,,,,,,
45048,2022-03-16,"After three years, the Battle of the Biotech Bands is returning",after-three-years-the-battle-of-the-biotech-bands-is-returning-2,,,,,,,,,,,,,,,,,,,,,,,,,
45007,2022-03-14,"Update on the Russia-Ukraine War",update-on-the-russia-ukraine-war,,,,,,,,,,,,,,,,,,,,,,,,,
44985,2022-03-11,"OLCC to leave Portland for new headquarters in nearby town",olcc-to-leave-portland-for-new-headquarters-in-nearby-town,,,,,,,,,,,,,,,,,,,,,,,,,
44888,2022-03-09,"Aluminum Update",aluminum-update,,,,,,,,,,,,,,,,,,,,,,,,,
44878,2022-03-08,"NOW OPEN: Four Seasons Hotel and Residences Fort Lauderdale Steers a New Course in One of America's Favourite Sun Destinations",now-open-four-seasons-hotel-and-residences-fort-lauderdale-steers-a-new-course-in-one-of-americas-favourite-sun-destinations,,,,,,,,,,,,,,,,,,,,,,,,,
44846,2022-03-07,"Inflation, material delays, labor issues: Pros face a trifecta of pricing woes",inflation-material-delays-labor-issues-pros-face-a-trifecta-of-pricing-woes,,,,,,,,,,,,,,,,,,,,,,,,,
44816,2022-03-04,"Construction Begins On New Living Center At One Wartburg Place",construction-begins-on-new-living-center-at-one-wartburg-place,,,,,,,,,,,,healthcare,,,,,,,,,,,,,
44790,2022-03-02,"Journey to Net Zero",journey-to-net-zero,,,,,,,,,,,,,,,energy-sustainability-solutions,,,,,,,,,,
44786,2022-02-26,"Soho House Nashville opens in Music City hosiery factory",soho-house-nashville-opens-in-music-city-hosiery-factory,,,,,,,,,,,,,,,,,,,,,,,,,
44517,2022-02-18,"Cement & Concrete Updates",cement-concrete-updates,,,,,,,,,,,,,,,,,,,,,,,,,
44474,2022-02-15,"Setbacks unlikely to stop commercial construction boom in DFW",setbacks-unlikely-to-stop-commercial-construction-boom-in-dfw,,,,,,,,,,,,,,,,,,,,,,,,,
44571,2022-02-14,"Cumming Group Doubles Down in Washington D.C., Brings Over New Leadership in Strategic Move to Drive Growth",cumming-group-doubles-down-in-washington-d-c-brings-over-new-leadership-in-strategic-move-to-drive-growth,,,,,,,,,,,,,,,,,,,,,,,,,
44201,2022-02-02,"Sector Focus: Life Science Development Boom",sector-focus-life-science-development-boom,,,,,,,"The Construction Insiders Podcast",1,10,,,life-sciences,,,,,,boston,,,,,,,
44167,2022-01-31,"U.S. Construction Market Overview",u-s-construction-market-overview,,,,,,,,,,,,,,,,,,,,,,,,,
44117,2022-01-28,"Seattle-based global construction consultancy names new board chairman",seattle-based-global-construction-consultancy-names-new-board-chairman,,,,,,,,,,,,,,,,,,,,,,,,,
44068,2022-01-26,"As Infrastructure Money Pours In, Construction Companies Prepare To Deal With Unintended Consequences",as-infrastructure-money-pours-in-construction-companies-prepare-to-deal-with-unintended-consequences,,,,,,,,,,,,,,,,,,,,,,,,,
44033,2022-01-24,"Brand overview: Moxy set to make a big impression in Europe",brand-overview-moxy-set-to-make-a-big-impression-in-europe,,,,,,,,,,,,,,,,,,,,,,,,,
43987,2022-01-21,"Report: Construction Costs Will Likely Begin to Stabilize in 2022",report-construction-costs-will-likely-begin-to-stabilize-in-2022,,,,,,,,,,,,,,,,,,,,,,,,,
43944,2022-01-20,"President Biden's First Year In Office For CRE: Infrastructure, But Not Much Else",president-bidens-first-year-in-office-for-cre-infrastructure-but-not-much-else,,,,,,,,,,,,,,,,,,,,,,,,,
43886,2022-01-18,"Avoiding Surprises When Master Planning Mixed-Use Hospitality Projects",avoiding-surprises-when-master-planning-mixed-use-hospitality-projects,,,,,,,,,,,,hospitality-gaming,,,,,,,,,,,,,
