id,date,title,slug,news_category,location,byline,reprint_url,reprint_publication,reprint_logo,podcast,season,episode,youtube_url,mp3_url,sector1,sector2,sector3,service1,service2,service3,office1,office2,office3,office4,internal_byline1,internal_byline2,migration_status,migration_note
4534,2014-08-19,"Cumming promotes managing director",holt-leads-cummings-fort-mill-office,,,,,,,,,,,,,,,,,,,,,,,,,
4529,2014-07-29,"Cumming Corp. restructures management",cumming-corp-restructures-management,,,,,,,,,,,,,,,,,,,,,,,,,
4522,2014-07-29,"People on the Move: Alan Plummer",people-move-alan-plummer,,,,,,,,,,,,,,,,,,,,,,,,,
4509,2014-07-29,"Exploring Construction Delivery Methods: Design-Bid-Build vs. Construction Management at Risk",exploring-construction-delivery-methods-design-bid-build-vs-construction-management-risk,,,,,,,,,,,,,,,,,,,,,,,,,
13723,2014-07-24,"Cumming Completes West Coast Cost Management Restructuring",cumming-completes-west-coast-cost-management-restructuring,,,,,,,,,,,,,,,,,,,,,,,,,
13719,2014-06-25,"Cumming Awarded Project and Construction Management Services for UC San Francisco West Campus Locations",cumming-awarded-project-and-construction-management-services-for-uc-san-francisco-west-campus-locations,,,,,,,,,,,,,,,,,,,,,,,,,
4494,2014-06-17,"Owners Seek More Service",owners-seek-service,,,,,,,,,,,,,,,,,,,,,,,,,
4488,2014-06-17,"Cumming Tops Among Local Firms on National Construction Management List",cumming-tops-among-local-firms-national-construction-management-list,,,,,,,,,,,,,,,,,,,,,,,,,
13715,2014-06-16,"Cumming Named Highest Ranked Construction Management Firm in San Diego, By Engineering News-Record for Third Year in a Row",cumming-named-highest-ranked-construction-management-firm-in-san-diego-by-engineering-news-record-for-third-year-in-a-row,,,,,,,,,,,,,,,,,,,,,,,,,
4459,2014-05-13,"People On the Move: David Baird & Fergus O'Shea",people-move-david-baird-fergus-oshea,,,,,,,,,,,,,,,,,,,,,,,,,
13710,2014-04-29,"Cumming’s Lisa Sachs Appointed Commissioner for Worldwide ABET Construction Management Accreditation Program",cummings-lisa-sachs-appointed-commissioner-for-worldwide-abet-construction-management-accreditation-program,,,,,,,,,,,,,,,,,,,,,,,,,
4417,2014-04-10,"Construction consultant Cumming opens office in Durham",construction-consultant-cumming-opens-office-durham,,,,,,,,,,,,,,,,,,,,,,,,,
4410,2014-04-04,"The Local Impact on Community College Construction Programs in a Rebounding Market",local-impact-community-college-construction-programs-rebounding-market,,,,,,,,,,,,,,,,,,,,,,,,,
13706,2014-03-27,"Cumming to Present at the San Diego County Taxpayers Association Facilities Bond Program",cumming-to-present-at-the-san-diego-county-taxpayers-association-facilities-bond-program,,,,,,,,,,,,,,,,,,,,,,,,,
4403,2014-03-27,"Taxpayers Association to hold bond program seminar Saturday",taxpayers-association-hold-bond-program-seminar-saturday,,,,,,,,,,,,,,,,,,,,,,,,,
4365,2014-02-12,"Districts moving ahead with Proposition 39 energy projects",districts-moving-ahead-proposition-39-energy-projects,,,,,,,,,,,,,,,,,,,,,,,,,
4349,2014-02-10,"Planned Clover middle school has strong support",planned-clover-middle-school-strong-support,,,,,,,,,,,,,,,,,,,,,,,,,
4305,2014-02-03,"Clover school bond plan includes new elementary",clover-school-bond-plan-includes-new-elementary,,,,,,,,,,,,,,,,,,,,,,,,,
4294,2014-01-21,"People on the Move: Jason Beck",people-move-jason-beck,,,,,,,,,,,,,,,,,,,,,,,,,
13702,2014-01-16,"Cumming to Provide Energy Management Services to Glendale USD",cumming-to-provide-energy-management-services-to-glendale-usd,,,,,,,,,,,,,,,,,,,,,,,,,
4112,2013-12-03,"Silverstein’s 30 Park Place breaks ground",silversteins-30-park-place-breaks-ground,,,,,,,,,,,,,,,,,,,,,,,,,
4105,2013-12-02,"Four Seasons coming to downtown New York City",four-seasons-coming-downtown-new-york-city,,,,,,,,,,,,,,,,,,,,,,,,,
4100,2013-11-19,"Cumming Corp. hires new IT director",cumming-corp-hires-new-director,,,,,,,,,,,,,,,,,,,,,,,,,
4084,2013-11-18,"Lisa Sachs wasn’t afraid to give up a little control and partner with Cumming Corp. to build an even stronger business than the one she’d started",lisa-sachs-wasnt-afraid-give-little-control-partner-cumming-corp-build-even-stronger-business-one-shed-started,,,,,,,,,,,,,,,,,,,,,,,,,
13698,2013-11-12,"Cumming Delivers Four New Charleston County School District Facilities",cumming-delivers-four-new-charleston-county-school-district-facilities,,,,,,,,,,,,,,,,,,,,,,,,,
13694,2013-11-08,"Cumming Named Top Workplace by San Diego Union-Tribune, Workplacedynamics",cumming-named-top-workplace-by-san-diego-union-tribune-workplacedynamics,,,,,,,,,,,,,,,,,,,,,,,,,
4020,2013-11-08,"What are San Diego's Top Workplaces?",san-diegos-top-workplaces,,,,,,,,,,,,,,,,,,,,,,,,,
4013,2013-11-07,"People on the Move: Sandy Gray",people-move-sandy-gray,,,,,,,,,,,,,,,,,,,,,,,,,
4001,2013-11-06,"People on the Move: Daniel Pomfrett & Jerry Reich",people-move-daniel-pomfrett-jerry-reich,,,,,,,,,,,,,,,,,,,,,,,,,
13690,2013-11-05,"Cumming’s Christine Marez to Present at Annual Community College Facility Coalition Conference",cummings-christine-marez-to-present-at-annual-community-college-facility-coalition-conference,,,,,,,,,,,,,,,,,,,,,,,,,
3982,2013-10-25,"Locally Based Cumming Opens New York City Office",locally-based-cumming-opens-new-york-city-office,,,,,,,,,,,,,,,,,,,,,,,,,
3836,2013-10-23,"Project managers, Cumming, to expand in New York",project-managers-cumming-expand-new-york,,,,,,,,,,,,,,,,,,,,,,,,,
3811,2013-10-15,"Cumming Opens New York Office",cumming-opens-new-york-office,,,,,,,,,,,,,,,,,,,,,,,,,
13685,2013-10-15,"Cumming Continues Focus on Strategic Nationwide Expansion with Opening of New York City Office",cumming-continues-focus-on-strategic-nationwide-expansion-with-opening-of-new-york-city-office,,,,,,,,,,,,,,,,,,,,,,,,,
3764,2013-09-20,"Cumming is Development Manager for London EDITION",cumming-is-development-manager-for-london-edition,,,,,,,,,,,,,,,,,,,,,,,,,
3739,2013-08-28,"Renovations, Regulations Contribute to High Cost of School Buildings",renovations-regulations-contribute-high-cost-school-buildings,,,,,,,,,,,,,,,,,,,,,,,,,
3724,2013-08-27,"Marriott International, Ian Schrager Company to Open London Edition Hotel with Cumming as Development Manager",marriott-international-ian-schrager-company-open-london-edition-hotel-cumming-development-manager,,,,,,,,,,,,,,,,,,,,,,,,,
3707,2013-08-22,"Fort Mill School Capital Projects Keep Pace with Wet Weather",fort-mill-school-capital-projects-keep-pace-wet-weather,,,,,,,,,,,,,,,,,,,,,,,,,
13681,2013-08-13,"Cumming Relocates to New Downtown Los Angeles Space to Support Nationwide Growth Strategy",cumming-relocates-to-new-downtown-los-angeles-space-to-support-nationwide-growth-strategy,,,,,,,,,,,,,,,,,,,,,,,,,
13677,2013-07-24,"Glendale CCD Awards Construction Management Services to Cumming",glendale-ccd-awards-construction-management-services-to-cumming,,,,,,,,,,,,,,,,,,,,,,,,,
3631,2013-07-24,"Glendale Community College District Awards Construction Management Services to Cumming For New 90,000 Square Foot Lab College Services Building",glendale-community-college-district-awards-construction-management-services-to-cumming-for-new-90000-square-foot-lab-college-services-building,,,,,,,,,,,,,,,,,,,,,,,,,
13673,2013-07-09,"Cumming Continues Nationwide Expansion with Washington D.C. Area Office Move",cumming-continues-nationwide-expansion-with-washington-d-c-area-office-move,,,,,,,,,,,,,,,,,,,,,,,,,
3619,2013-07-03,"Ensuring a Healthy College Life",ensuring-a-healthy-college-life,,,,,,,,,,,,,,,,,,,,,,,,,
3611,2013-06-19,"Construction starts on new student health, counseling services center at CSUSM",construction-starts-on-new-student-health-counseling-services-center-at-csusm,,,,,,,,,,,,,,,,,,,,,,,,,
3590,2013-06-17,"Cumming Moves Up on Top 100 Construction Management List",cumming-moves-up-on-top-100-construction-management-list,,,,,,,,,,,,,,,,,,,,,,,,,
13669,2013-06-17,"Cumming Named Highest Ranked Construction Management Firm in San Diego, by Engineering News-Record",cumming-named-highest-ranked-construction-management-firm-in-san-diego-by-engineering-news-record,,,,,,,,,,,,,,,,,,,,,,,,,
13664,2013-05-17,"Cumming Awarded 2013 Partnered Project of the Year Award from the International Partnering Institute",cumming-awarded-2013-partnered-project-of-the-year-award-from-the-international-partnering-institute-2,,,,,,,,,,,,,,,,,,,,,,,,,
3483,2013-05-17,"Cumming Awarded 2013 Partnered Project of the Year Award from the International Partnering Institute",cumming-awarded-2013-partnered-project-of-the-year-award-from-the-international-partnering-institute,,,,,,,,,,,,,,,,,,,,,,,,,
3460,2013-05-06,"Cumming's Work Builds with Recovery",cummings-work-builds-with-recovery,,,,,,,,,,,,,,,,,,,,,,,,,
13659,2013-05-06,"Cumming Expands Orange County Office in Aliso Viejo, Kicks off Strategic Multi-City Growth Plan",cumming-expands-orange-county-office-in-aliso-viejo-kicks-off-strategic-multi-city-growth-plan,,,,,,,,,,,,,,,,,,,,,,,,,
13655,2013-03-28,"Cumming Receives Coveted 2013 Project Achievement Award from Construction Management Association of America",cumming-receives-coveted-2013-project-achievement-award-from-construction-management-association-of-america,,,,,,,,,,,,,,,,,,,,,,,,,
13650,2013-03-21,"Cumming Awarded Construction Management Services for California State University, San Marcos",cumming-awarded-construction-management-services-for-california-state-university-san-marcos,,,,,,,,,,,,,,,,,,,,,,,,,
3394,2013-03-20,"New Student Health and Counseling Building Coming to CSUSM",new-student-health-and-counseling-building-coming-to-csusm,,,,,,,,,,,,,,,,,,,,,,,,,
3262,2013-02-21,"Cumming Open House",cumming-open-house,,,,,,,,,,,,,,,,,,,,,,,,,
3252,2013-02-15,"Jacob Bowman Rejoins Cumming as Director of Cost Management",jacob-bowman-rejoins-cumming-as-director-of-cost-management,,,,,,,,,,,,,,,,,,,,,,,,,
3275,2013-02-13,"Daniel Pomfrett Joins as Senior Cost Manager",daniel-pomfrett-joins-as-senior-cost-manager,,,,,,,,,,,,,,,,,,,,,,,,,
3224,2013-01-29,"Cumming Streamlines School Project to Reduce Disruption",cumming-streamlines-school-project-to-reduce-disruption,,,,,,,,,,,,,,,,,,,,,,,,,
13646,2013-01-23,"Daniel Pomfrett Joins Cumming as a Senior Cost Manager",daniel-pomfrett-joins-cumming-as-a-senior-cost-manager,,,,,,,,,,,,,,,,,,,,,,,,,
3058,2012-12-03,"Mark Cho Joins Cumming as Program Director",mark-cho-joins-cumming-as-program-director,,,,,,,,,,,,,,,,,,,,,,,,,
3239,2012-12-02,"Westin Snowmass Resort — Completed and Now Open",westin-snowmass-resort-completed-and-now-open,,,,,,,,,,,,,,,,,,,,,,,,,
13642,2012-07-30,"Fergus O’Shea Joins Cumming as Director of Project Management",fergus-oshea-joins-cumming-as-director-of-project-management,,,,,,,,,,,,,,,,,,,,,,,,,
2949,2012-07-27,"Cumming Selected as ASPE’s Member Firm of the Year",cumming-selected-as-aspes-member-firm-of-the-year,,,,,,,,,,,,,,,,,,,,,,,,,
13638,2012-07-20,"Cumming Partners with Dillon County Schools and USDA to Deliver New Facilities",cumming-partners-with-dillon-county-schools-and-usda-to-deliver-new-facilities,,,,,,,,,,,,,,,,,,,,,,,,,
13736,2012-06-26,"Cumming Hires Andrew Gutowski as Project Director",cumming-hires-andrew-gutowski-as-project-director,,,,,,,,,,,,,,,,,,,,,,,,,
13634,2012-05-30,"Lisa C. Sachs Inducted Into AIA College of Fellows",lisa-c-sachs-inducted-into-aia-college-of-fellows,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2012-05-02,"AIA’s Jury of Fellows to Recognize Cumming’s Lisa C. Sachs at AIA 2012 National Convention",aias-jury-of-fellows-to-recognize-cummings-lisa-c-sachs-at-aia-2012-national-convention,,,,,,,,,,,,,,,,,,,,,,,,,
2545,2012-04-23,"Charleston County School District Names Cumming’s Bob Faust Construction Manager of the Year",charleston-county-school-district-names-cummings-bob-faust-construction-manager-of-the-year,,,,,,,,,,,,,,,,,,,,,,,,,
2448,2012-02-28,"Anthony Sanchez Promoted to Vice President, Project Management",anthony-sanchez-promoted-to-vice-president-project-management,,,,,,,,,,,,,,,,,,,,,,,,,
13387,2012-02-28,"Anthony Sanchez Promoted to Vice President, Project Management",anthony-sanchez-promoted-to-vice-president-project-management-2,,,,,,,,,,,,,,,,,,,,,,,,,
13630,2012-02-10,"Cumming Opens New Office in Washington, D.C. Area",cumming-opens-new-office-in-washington-d-c-area,,,,,,,,,,,,,,,,,,,,,,,,,
2038,2011-10-21,"Cumming Selected as Project Manager for New Viejas Hotel",cumming-selected-as-project-manager-for-new-viejas-hotel,,,,,,,,,,,,,,,,,,,,,,,,,
